input_img,output 0,output 1,output 2,flag,username,timestamp
"C:\Users\lenovo\Documents\machineLearning,Deeplearning,neuralNetworks,\NeuralNetworks2023\homework-8\flagged\input_img\5f56a5b6f9606ca47e6d436bceb91a5f48fdf22a\tmp7g_xrur3.png","C:\Users\lenovo\Documents\machineLearning,Deeplearning,neuralNetworks,\NeuralNetworks2023\homework-8\flagged\output 0\ab15915b4cbb14bfd5b0a7af826dc42e85ca10a2\tmpk3u1mq1x.png",0,НПМмд-01-23,,,2023-11-24 17:56:52.579465
